Record_ID,Bus_ID,Route_ID,Stop_ID,Stop_Name,Latitude,Longitude,Distance_km,Cumulative_Distance_km,Weather,Temperature_C,Day_of_Week,Peak_Hour,Road_Type,Traffic_Level,Speed_kmph,Passenger_Count,Bus_Capacity,Stop_Time_min,Delay_min,Travel_Time_min,Arrival_Time
185,B006,R015,S120,Pedakakani,16.285,80.49,7.59,11.67,Sunny,32,Thursday,0,Main Road,Medium,37,39,60,1,4,17.3,09:05
186,B020,R002,S056,Pedakakani,16.285,80.49,4.14,29.71,Rainy,32,Tuesday,0,Village Road,Low,27,50,60,3,5,17.2,09:06
187,B018,R018,S064,Tenali,16.239,80.645,2.67,32.39,Sunny,25,Thursday,0,Village Road,Low,27,56,60,4,0,9.9,09:07
188,B019,R019,S067,Tadikonda,16.405,80.643,2.23,14.25,Rainy,24,Monday,0,Highway,Medium,46,17,60,1,9,12.9,09:08
189,B016,R001,S098,Namburu,16.36,80.52,1.11,14.94,Cloudy,35,Tuesday,1,Village Road,Low,21,18,60,4,1,8.2,09:09
190,B002,R003,S072,Tadikonda,16.405,80.643,5.22,23.73,Sunny,34,Tuesday,1,Main Road,Medium,34,17,60,4,4,17.2,09:10
191,B013,R009,S047,Vaddeswaram,16.49,80.61,4.25,27.69,Cloudy,22,Wednesday,0,Main Road,Low,42,6,60,3,1,10.1,09:11
192,B008,R019,S100,Ponnur,16.065,80.551,7.81,10.81,Sunny,33,Tuesday,0,Highway,Medium,60,20,60,1,4,12.8,09:12
193,B018,R010,S045,Tulluru,16.52,80.58,7.62,24.53,Sunny,37,Monday,0,Main Road,Medium,30,8,60,4,4,23.2,09:13
194,B011,R002,S006,Tenali,16.239,80.645,3.19,21.61,Sunny,26,Friday,0,Main Road,High,45,54,60,2,8,14.3,09:14
195,B005,R006,S188,Mangalagiri,16.4303,80.5681,5.87,25.73,Sunny,35,Saturday,1,Village Road,Medium,29,46,60,3,4,19.1,09:15
196,B019,R013,S198,Pedakakani,16.285,80.49,3.52,25.54,Sunny,40,Monday,0,Highway,Low,56,43,60,1,0,4.8,09:16
197,B003,R011,S115,Pedakakani,16.285,80.49,1.81,24.17,Foggy,22,Wednesday,0,Village Road,Low,33,20,60,2,4,9.3,09:17
198,B013,R012,S140,Mangalagiri,16.4303,80.5681,3.58,25.56,Rainy,34,Monday,1,Main Road,High,30,55,60,4,13,24.2,09:18
199,B003,R011,S044,Tulluru,16.52,80.58,1.33,26.7,Sunny,34,Tuesday,0,Main Road,Low,35,40,60,1,0,3.3,09:19
200,B011,R007,S049,Mangalagiri,16.4303,80.5681,7.59,12.54,Sunny,35,Saturday,1,Main Road,High,30,47,60,1,8,24.2,10:20
201,B003,R010,S170,Ponnur,16.065,80.551,4.92,30.12,Sunny,37,Tuesday,0,Main Road,Low,31,6,60,4,0,13.5,10:21
202,B003,R018,S100,Tenali,16.239,80.645,6.88,16.13,Sunny,27,Wednesday,1,Highway,Low,54,28,60,3,0,10.6,10:22
203,B003,R012,S139,Tadikonda,16.405,80.643,2.7,27.81,Sunny,35,Friday,0,Main Road,Medium,44,40,60,1,4,8.7,10:23
204,B004,R015,S045,Guntur,16.3067,80.4365,4.23,6.6,Cloudy,27,Tuesday,0,Village Road,High,25,13,60,2,9,21.2,10:24
205,B003,R013,S143,Guntur,16.3067,80.4365,6.81,14.55,Rainy,34,Friday,1,Main Road,High,36,59,60,1,13,25.4,10:25
206,B004,R019,S200,Ponnur,16.065,80.551,3.78,8.23,Rainy,25,Wednesday,1,Main Road,Medium,43,31,60,1,9,15.3,10:26
207,B002,R013,S085,Ponnur,16.065,80.551,2.04,14.13,Cloudy,29,Monday,1,Main Road,Medium,45,22,60,4,5,11.7,10:27
208,B005,R010,S191,Pedakakani,16.285,80.49,6.87,32.62,Foggy,36,Wednesday,1,Highway,Medium,54,51,60,2,8,17.6,10:28
209,B002,R017,S041,Prathipadu,16.48,80.32,2.32,27.04,Rainy,24,Wednesday,1,Main Road,Medium,36,13,60,3,9,15.9,10:29
210,B012,R007,S071,Vaddeswaram,16.49,80.61,7.1,13.12,Sunny,33,Thursday,1,Village Road,Low,24,45,60,1,0,18.8,10:30
211,B012,R006,S067,Mangalagiri,16.4303,80.5681,5.08,10.41,Cloudy,24,Wednesday,0,Main Road,High,41,29,60,3,9,19.4,10:31
212,B016,R005,S166,Guntur,16.3067,80.4365,5.68,13.75,Sunny,27,Friday,0,Highway,Medium,51,19,60,1,4,11.7,10:32
213,B017,R020,S102,Ponnur,16.065,80.551,7.25,32.8,Sunny,40,Monday,0,Main Road,Medium,38,37,60,3,4,18.4,10:33
214,B009,R010,S049,Pedakakani,16.285,80.49,4.27,14.36,Sunny,26,Friday,0,Main Road,Low,39,8,60,3,0,9.6,10:34
215,B002,R019,S182,Tulluru,16.52,80.58,5.52,35.44,Sunny,40,Tuesday,1,Main Road,Low,34,51,60,4,0,13.7,10:35
216,B004,R016,S033,Tenali,16.239,80.645,2.96,8.06,Cloudy,30,Saturday,0,Main Road,Medium,41,48,60,3,5,12.3,10:36
217,B019,R010,S119,Pedakakani,16.285,80.49,6.16,15.37,Sunny,25,Thursday,0,Main Road,Medium,41,60,60,3,4,16.0,10:37
218,B005,R005,S052,Tulluru,16.52,80.58,4.4,30.42,Sunny,32,Thursday,1,Main Road,Low,45,14,60,1,0,6.9,10:38
219,B009,R007,S195,Pedakakani,16.285,80.49,3.19,32.79,Sunny,27,Friday,0,Village Road,Low,33,36,60,4,0,9.8,10:39
220,B001,R011,S194,Mangalagiri,16.4303,80.5681,3.89,18.21,Cloudy,38,Tuesday,0,Highway,Low,58,48,60,3,1,8.0,10:40
221,B002,R010,S075,Guntur,16.3067,80.4365,3.05,6.13,Sunny,36,Saturday,1,Main Road,Medium,37,32,60,1,4,9.9,10:41
222,B005,R007,S188,Tadikonda,16.405,80.643,1.99,29.2,Sunny,22,Friday,0,Main Road,High,41,12,60,2,8,12.9,10:42
223,B001,R002,S177,Pedakakani,16.285,80.49,6.35,25.04,Sunny,25,Thursday,1,Village Road,Medium,26,29,60,1,4,19.7,10:43
224,B020,R020,S180,Mangalagiri,16.4303,80.5681,5.81,24.72,Cloudy,26,Thursday,0,Main Road,Low,34,37,60,3,1,14.3,10:44
225,B012,R014,S076,Tulluru,16.52,80.58,2.23,8.22,Cloudy,27,Monday,1,Highway,Low,48,18,60,2,1,5.8,10:45
226,B017,R003,S186,Namburu,16.36,80.52,7.33,32.39,Sunny,25,Wednesday,0,Main Road,Medium,30,34,60,1,4,19.7,10:46
227,B004,R004,S195,Ponnur,16.065,80.551,7.09,32.66,Cloudy,23,Monday,0,Main Road,Low,33,47,60,4,1,17.9,10:47
228,B009,R013,S177,Tadikonda,16.405,80.643,3.48,13.76,Sunny,37,Thursday,0,Main Road,Low,38,12,60,4,0,9.5,10:48
229,B020,R013,S200,Tadikonda,16.405,80.643,3.8,21.52,Cloudy,33,Friday,0,Main Road,High,35,60,60,2,9,17.5,10:49
230,B011,R017,S134,Tadikonda,16.405,80.643,3.97,5.87,Sunny,25,Thursday,0,Main Road,Medium,33,35,60,2,4,13.2,10:50
231,B016,R006,S020,Pedakakani,16.285,80.49,7.22,25.61,Rainy,37,Wednesday,0,Main Road,Low,34,26,60,4,5,21.7,10:51
232,B016,R015,S081,Ponnur,16.065,80.551,6.68,9.04,Cloudy,25,Thursday,0,Highway,Medium,52,11,60,1,5,13.7,10:52
233,B012,R002,S058,Prathipadu,16.48,80.32,7.21,24.08,Sunny,36,Wednesday,1,Main Road,Medium,32,50,60,3,4,20.5,10:53
234,B004,R002,S043,Pedakakani,16.285,80.49,0.82,11.47,Rainy,37,Tuesday,1,Village Road,Medium,25,11,60,3,9,14.0,10:54
235,B002,R019,S032,Ponnur,16.065,80.551,2.35,27.09,Sunny,36,Thursday,0,Main Road,Low,33,36,60,4,0,8.3,10:55
236,B005,R004,S100,Guntur,16.3067,80.4365,7.46,30.89,Cloudy,32,Friday,1,Main Road,High,43,31,60,2,9,21.4,10:56
237,B020,R017,S077,Tulluru,16.52,80.58,7.74,36.85,Sunny,39,Wednesday,0,Village Road,Medium,30,17,60,4,4,23.5,10:57
238,B004,R012,S144,Tenali,16.239,80.645,7.87,27.37,Cloudy,37,Friday,1,Main Road,High,41,48,60,3,9,23.5,10:58
239,B006,R010,S175,Vaddeswaram,16.49,80.61,1.57,13.0,Sunny,30,Tuesday,0,Main Road,Low,30,49,60,3,0,6.1,10:59
240,B008,R017,S179,Ponnur,16.065,80.551,1.54,27.58,Rainy,31,Saturday,0,Main Road,Medium,41,29,60,4,9,15.3,10:00
241,B008,R012,S194,Prathipadu,16.48,80.32,6.15,12.24,Rainy,40,Friday,0,Main Road,High,31,54,60,4,13,28.9,10:01
242,B018,R009,S034,Tenali,16.239,80.645,7.73,29.78,Sunny,27,Friday,1,Main Road,Low,32,5,60,3,0,17.5,10:02
243,B016,R019,S141,Pedakakani,16.285,80.49,7.49,25.4,Cloudy,33,Monday,1,Main Road,Medium,31,38,60,3,5,22.5,10:03
244,B011,R012,S076,Tenali,16.239,80.645,4.71,16.81,Rainy,28,Friday,1,Village Road,Low,31,40,60,3,5,17.1,10:04
245,B013,R004,S099,Guntur,16.3067,80.4365,7.31,25.72,Foggy,30,Friday,1,Highway,Medium,56,6,60,3,8,18.8,10:05
246,B006,R018,S137,Vaddeswaram,16.49,80.61,1.12,28.07,Cloudy,22,Saturday,0,Village Road,Low,33,18,60,1,1,4.0,10:06
247,B005,R001,S118,Tenali,16.239,80.645,4.67,25.75,Rainy,32,Monday,0,Village Road,High,24,9,60,1,13,25.7,10:07
248,B001,R013,S173,Guntur,16.3067,80.4365,7.36,19.59,Sunny,25,Friday,0,Highway,Medium,53,46,60,3,4,15.3,10:08
249,B010,R015,S098,Tulluru,16.52,80.58,7.48,10.66,Sunny,34,Saturday,0,Highway,Medium,46,35,60,1,4,14.8,10:09
250,B001,R018,S143,Tadikonda,16.405,80.643,2.92,21.94,Rainy,26,Monday,0,Main Road,Low,42,5,60,3,5,12.2,10:10
251,B006,R006,S057,Tulluru,16.52,80.58,6.19,33.3,Sunny,30,Tuesday,0,Main Road,Low,39,16,60,2,0,11.5,10:11
252,B012,R005,S172,Tulluru,16.52,80.58,5.64,13.16,Cloudy,29,Monday,1,Village Road,Low,27,44,60,3,1,16.5,10:12
253,B011,R014,S044,Mangalagiri,16.4303,80.5681,3.16,22.94,Sunny,22,Wednesday,0,Village Road,Medium,32,55,60,3,4,12.9,10:13
254,B010,R016,S142,Tenali,16.239,80.645,1.77,23.76,Sunny,25,Tuesday,0,Village Road,High,29,58,60,3,8,14.7,10:14
255,B019,R019,S104,Ponnur,16.065,80.551,6.08,24.88,Rainy,40,Tuesday,0,Village Road,Medium,26,40,60,1,9,24.0,10:15
256,B015,R017,S131,Ponnur,16.065,80.551,3.63,30.37,Rainy,24,Thursday,1,Main Road,Medium,34,37,60,2,9,17.4,10:16
257,B016,R012,S011,Guntur,16.3067,80.4365,1.95,18.94,Rainy,29,Thursday,0,Main Road,Medium,34,9,60,2,9,14.4,10:17
258,B002,R011,S027,Ponnur,16.065,80.551,7.34,18.18,Sunny,38,Saturday,1,Main Road,Medium,36,58,60,1,4,17.2,10:18
259,B008,R017,S104,Ponnur,16.065,80.551,3.43,23.03,Cloudy,33,Wednesday,1,Main Road,High,42,55,60,4,9,17.9,10:19
260,B006,R012,S155,Namburu,16.36,80.52,1.99,4.3,Sunny,25,Saturday,0,Village Road,Medium,32,31,60,2,4,9.7,10:20
261,B005,R019,S152,Pedakakani,16.285,80.49,2.32,7.16,Sunny,27,Tuesday,0,Village Road,High,33,41,60,1,8,13.2,10:21
262,B003,R007,S115,Tadikonda,16.405,80.643,7.7,25.68,Sunny,37,Thursday,0,Highway,Medium,53,19,60,3,4,15.7,10:22
263,B013,R013,S034,Prathipadu,16.48,80.32,6.01,16.29,Cloudy,25,Monday,0,Main Road,Medium,38,38,60,2,5,16.5,10:23
264,B003,R016,S169,Vaddeswaram,16.49,80.61,4.23,22.67,Rainy,26,Friday,0,Main Road,Low,33,54,60,1,5,13.7,10:24
265,B019,R019,S026,Prathipadu,16.48,80.32,3.89,32.04,Rainy,35,Tuesday,1,Main Road,Medium,31,35,60,3,9,19.5,10:25
266,B017,R001,S097,Tenali,16.239,80.645,3.74,9.41,Rainy,28,Saturday,1,Village Road,Medium,35,31,60,1,9,16.4,10:26
267,B007,R014,S142,Pedakakani,16.285,80.49,6.96,19.67,Sunny,39,Thursday,0,Highway,Low,58,28,60,4,0,11.2,10:27
268,B008,R015,S180,Vaddeswaram,16.49,80.61,6.37,18.31,Rainy,27,Monday,0,Main Road,Low,39,37,60,1,5,15.8,10:28
269,B003,R003,S068,Prathipadu,16.48,80.32,7.74,7.9,Sunny,29,Wednesday,0,Village Road,Low,30,43,60,4,0,19.5,10:29
270,B017,R010,S050,Guntur,16.3067,80.4365,7.61,32.22,Sunny,23,Friday,0,Village Road,Medium,19,44,60,2,4,30.0,10:30
271,B013,R019,S052,Tadikonda,16.405,80.643,7.82,10.43,Sunny,38,Monday,0,Main Road,Low,37,10,60,4,0,16.7,10:31
272,B009,R006,S105,Vaddeswaram,16.49,80.61,2.43,31.32,Sunny,38,Monday,0,Main Road,Medium,41,37,60,1,4,8.6,10:32
273,B008,R011,S199,Ponnur,16.065,80.551,6.65,23.9,Foggy,36,Saturday,1,Main Road,Medium,38,42,60,4,8,22.5,10:33
274,B014,R012,S133,Guntur,16.3067,80.4365,5.36,35.19,Sunny,39,Monday,1,Main Road,Medium,32,20,60,3,4,17.1,10:34
275,B006,R007,S128,Ponnur,16.065,80.551,7.51,21.81,Rainy,28,Tuesday,0,Highway,Low,55,60,60,3,5,16.2,10:35
276,B020,R001,S196,Ponnur,16.065,80.551,1.92,5.12,Cloudy,39,Monday,1,Main Road,High,37,28,60,4,9,16.1,10:36
277,B002,R017,S109,Tulluru,16.52,80.58,7.89,35.37,Sunny,37,Friday,0,Main Road,Low,45,37,60,2,0,12.5,10:37
278,B013,R019,S026,Pedakakani,16.285,80.49,5.83,19.63,Sunny,32,Wednesday,1,Main Road,Medium,44,16,60,2,4,13.9,10:38
279,B012,R013,S072,Vaddeswaram,16.49,80.61,3.43,18.39,Cloudy,36,Tuesday,0,Main Road,Low,45,41,60,3,1,8.6,10:39
280,B016,R001,S046,Tenali,16.239,80.645,3.91,15.34,Foggy,35,Thursday,0,Village Road,Low,35,59,60,2,4,12.7,10:40
281,B002,R007,S066,Vaddeswaram,16.49,80.61,2.61,28.37,Sunny,37,Saturday,0,Main Road,Low,45,33,60,2,0,5.5,10:41
282,B019,R019,S167,Pedakakani,16.285,80.49,0.94,4.58,Foggy,39,Tuesday,1,Main Road,High,38,27,60,2,12,15.5,10:42
283,B011,R014,S162,Pedakakani,16.285,80.49,3.54,12.14,Sunny,40,Thursday,0,Main Road,Medium,44,10,60,2,4,10.8,10:43
284,B019,R017,S116,Tadikonda,16.405,80.643,5.92,24.08,Rainy,35,Tuesday,0,Main Road,Low,40,59,60,3,5,16.9,10:44
285,B018,R002,S007,Guntur,16.3067,80.4365,2.32,14.23,Rainy,34,Friday,0,Highway,Low,52,11,60,4,5,11.7,10:45
286,B001,R002,S170,Ponnur,16.065,80.551,2.45,24.58,Sunny,33,Wednesday,1,Main Road,Medium,42,34,60,2,4,9.5,10:46
287,B017,R018,S080,Vaddeswaram,16.49,80.61,2.07,20.0,Cloudy,33,Thursday,0,Village Road,Medium,35,56,60,4,5,12.5,10:47
288,B012,R010,S121,Mangalagiri,16.4303,80.5681,1.92,2.24,Rainy,39,Monday,1,Main Road,Medium,43,53,60,2,9,13.7,10:48
289,B013,R008,S042,Namburu,16.36,80.52,6.54,22.99,Rainy,34,Thursday,0,Main Road,Low,39,21,60,4,5,19.1,10:49
290,B006,R005,S075,Mangalagiri,16.4303,80.5681,5.47,21.43,Sunny,25,Saturday,1,Main Road,Low,38,44,60,1,0,9.6,10:50
291,B010,R009,S033,Namburu,16.36,80.52,0.94,2.43,Sunny,36,Saturday,0,Main Road,Medium,36,19,60,1,4,6.6,10:51
292,B011,R003,S193,Mangalagiri,16.4303,80.5681,3.83,27.4,Sunny,26,Monday,1,Highway,Medium,60,54,60,1,4,8.8,10:52
293,B013,R015,S064,Prathipadu,16.48,80.32,7.25,14.75,Sunny,23,Tuesday,1,Highway,Low,60,52,60,2,0,9.2,10:53
294,B018,R017,S032,Mangalagiri,16.4303,80.5681,5.71,15.07,Cloudy,30,Thursday,1,Main Road,Low,45,17,60,1,1,9.6,10:54
295,B013,R008,S003,Pedakakani,16.285,80.49,5.36,15.1,Sunny,23,Friday,1,Village Road,Low,25,49,60,1,0,13.9,10:55
296,B002,R012,S166,Tulluru,16.52,80.58,4.4,24.98,Foggy,26,Saturday,0,Highway,Low,47,13,60,1,4,10.6,10:56
297,B016,R015,S144,Namburu,16.36,80.52,0.95,12.28,Sunny,31,Friday,1,Main Road,Medium,44,17,60,1,4,6.3,10:57
298,B017,R005,S116,Tulluru,16.52,80.58,2.78,27.72,Cloudy,31,Wednesday,1,Highway,High,56,34,60,1,9,13.0,10:58
299,B018,R013,S049,Guntur,16.3067,80.4365,5.26,16.18,Sunny,38,Saturday,1,Village Road,Medium,18,54,60,1,4,22.5,10:59
300,B006,R002,S052,Vaddeswaram,16.49,80.61,5.41,8.72,Sunny,25,Thursday,0,Highway,Medium,54,11,60,2,4,12.0,11:00
301,B001,R007,S168,Guntur,16.3067,80.4365,5.29,23.0,Sunny,37,Monday,1,Main Road,Low,45,56,60,1,0,8.1,11:01
302,B003,R007,S133,Guntur,16.3067,80.4365,6.73,14.7,Sunny,25,Monday,0,Main Road,Low,41,39,60,3,0,12.8,11:02
303,B015,R014,S027,Prathipadu,16.48,80.32,6.19,18.65,Cloudy,27,Tuesday,1,Highway,Low,52,37,60,3,1,11.1,11:03
304,B011,R020,S062,Pedakakani,16.285,80.49,4.76,34.67,Sunny,40,Friday,0,Main Road,High,41,29,60,4,8,19.0,11:04
305,B017,R005,S078,Vaddeswaram,16.49,80.61,4.02,15.93,Foggy,22,Wednesday,0,Village Road,Medium,32,18,60,1,8,16.5,11:05
306,B008,R009,S077,Pedakakani,16.285,80.49,1.07,11.74,Sunny,24,Friday,1,Highway,Low,53,41,60,2,0,3.2,11:06
307,B020,R010,S010,Tenali,16.239,80.645,4.32,31.29,Rainy,40,Thursday,0,Village Road,Medium,23,54,60,1,9,21.3,11:07
308,B013,R002,S079,Guntur,16.3067,80.4365,3.8,29.83,Sunny,38,Monday,1,Village Road,High,31,39,60,1,8,16.4,11:08
309,B008,R014,S075,Tulluru,16.52,80.58,5.65,35.57,Rainy,34,Tuesday,0,Highway,High,52,26,60,1,13,20.5,11:09
310,B016,R018,S051,Mangalagiri,16.4303,80.5681,1.41,16.46,Sunny,37,Thursday,0,Main Road,Medium,42,40,60,2,4,8.0,11:10
311,B014,R014,S094,Tulluru,16.52,80.58,2.72,15.62,Cloudy,33,Tuesday,1,Village Road,Medium,20,27,60,1,5,14.2,11:11
312,B008,R007,S176,Tulluru,16.52,80.58,5.24,34.94,Sunny,33,Tuesday,0,Main Road,Medium,35,12,60,1,4,14.0,11:12
313,B007,R018,S055,Guntur,16.3067,80.4365,3.27,27.4,Sunny,28,Friday,1,Main Road,Low,39,40,60,3,0,8.0,11:13
314,B007,R020,S070,Namburu,16.36,80.52,5.0,24.91,Sunny,23,Thursday,0,Main Road,Low,30,9,60,3,0,13.0,11:14
315,B011,R016,S153,Prathipadu,16.48,80.32,2.91,29.41,Foggy,39,Monday,0,Main Road,Low,33,17,60,1,4,10.3,11:15
316,B012,R012,S091,Vaddeswaram,16.49,80.61,7.44,16.59,Cloudy,31,Tuesday,1,Village Road,Medium,25,56,60,1,5,23.9,11:16
317,B003,R013,S134,Guntur,16.3067,80.4365,7.63,14.4,Sunny,29,Thursday,0,Main Road,Low,30,41,60,2,0,17.3,11:17
318,B005,R010,S177,Tadikonda,16.405,80.643,4.7,10.9,Cloudy,38,Tuesday,1,Main Road,Low,40,54,60,2,1,10.1,11:18
319,B001,R011,S106,Tadikonda,16.405,80.643,4.81,33.27,Sunny,35,Wednesday,1,Main Road,Low,40,52,60,2,0,9.2,11:19
320,B020,R008,S060,Ponnur,16.065,80.551,2.13,25.0,Sunny,22,Wednesday,0,Highway,Medium,51,49,60,2,4,8.5,11:20
321,B014,R001,S070,Namburu,16.36,80.52,6.94,21.68,Sunny,35,Tuesday,0,Highway,Low,60,53,60,1,0,7.9,11:21
322,B011,R013,S157,Tenali,16.239,80.645,7.04,33.67,Rainy,40,Friday,0,Highway,Medium,59,38,60,4,9,20.2,11:22
323,B007,R010,S113,Mangalagiri,16.4303,80.5681,4.67,34.18,Sunny,34,Wednesday,1,Main Road,Low,37,34,60,1,0,8.6,11:23
324,B013,R014,S083,Tadikonda,16.405,80.643,6.78,20.33,Sunny,36,Monday,0,Main Road,Medium,34,34,60,2,4,18.0,11:24
325,B003,R004,S181,Tulluru,16.52,80.58,2.6,23.35,Rainy,36,Saturday,1,Village Road,High,20,10,60,1,13,21.8,11:25
326,B006,R005,S046,Vaddeswaram,16.49,80.61,3.54,26.59,Cloudy,23,Thursday,1,Village Road,High,35,24,60,2,9,17.1,11:26
327,B016,R018,S002,Namburu,16.36,80.52,7.72,7.83,Sunny,37,Tuesday,0,Main Road,Medium,33,42,60,4,4,22.0,11:27
328,B002,R006,S038,Namburu,16.36,80.52,2.56,18.98,Cloudy,23,Saturday,1,Main Road,Medium,32,7,60,2,5,11.8,11:28
329,B015,R019,S093,Tadikonda,16.405,80.643,1.15,13.66,Cloudy,23,Monday,1,Village Road,Low,20,25,60,2,1,6.4,11:29
330,B017,R014,S135,Pedakakani,16.285,80.49,1.27,15.39,Rainy,28,Saturday,0,Village Road,Low,35,44,60,3,5,10.2,11:30
331,B005,R020,S145,Guntur,16.3067,80.4365,3.87,29.3,Cloudy,37,Friday,1,Highway,Low,47,36,60,3,1,8.9,11:31
332,B020,R014,S106,Tadikonda,16.405,80.643,0.81,1.53,Sunny,23,Wednesday,1,Village Road,Medium,24,40,60,2,4,8.0,11:32
333,B004,R011,S088,Tenali,16.239,80.645,6.49,15.72,Sunny,34,Saturday,0,Highway,Medium,51,58,60,1,4,12.6,11:33
334,B015,R014,S191,Tadikonda,16.405,80.643,6.54,25.91,Cloudy,23,Friday,1,Highway,Medium,55,41,60,3,5,15.1,11:34
335,B001,R011,S097,Pedakakani,16.285,80.49,6.56,33.2,Foggy,39,Tuesday,1,Main Road,Low,36,16,60,3,4,17.9,11:35
336,B007,R017,S078,Tulluru,16.52,80.58,2.75,5.35,Sunny,27,Monday,1,Highway,High,54,55,60,3,8,14.1,11:36
337,B017,R010,S199,Guntur,16.3067,80.4365,0.98,15.46,Sunny,32,Tuesday,0,Village Road,Medium,34,57,60,4,4,9.7,11:37
338,B020,R003,S086,Vaddeswaram,16.49,80.61,4.11,25.52,Sunny,36,Monday,0,Main Road,Medium,36,38,60,1,4,11.9,11:38
339,B009,R005,S041,Ponnur,16.065,80.551,2.24,10.84,Rainy,30,Monday,0,Highway,Medium,54,44,60,1,9,12.5,11:39
340,B006,R003,S080,Vaddeswaram,16.49,80.61,3.09,7.34,Sunny,32,Friday,1,Main Road,Medium,41,8,60,2,4,10.5,11:40
341,B020,R012,S080,Tadikonda,16.405,80.643,1.19,13.98,Cloudy,32,Tuesday,0,Highway,Low,46,53,60,4,1,6.6,11:41
342,B008,R005,S158,Namburu,16.36,80.52,4.08,24.61,Sunny,30,Wednesday,1,Main Road,Medium,44,16,60,2,4,11.6,11:42
343,B010,R012,S155,Pedakakani,16.285,80.49,1.02,15.28,Sunny,40,Tuesday,0,Village Road,Low,33,30,60,2,0,3.9,11:43
344,B016,R013,S017,Mangalagiri,16.4303,80.5681,4.12,21.84,Sunny,32,Tuesday,1,Main Road,Low,39,55,60,2,0,8.3,11:44
345,B004,R019,S153,Prathipadu,16.48,80.32,5.57,7.91,Cloudy,36,Wednesday,0,Main Road,High,37,57,60,4,9,22.0,11:45
346,B003,R007,S036,Namburu,16.36,80.52,5.74,23.63,Sunny,40,Saturday,0,Highway,High,57,53,60,1,8,15.0,11:46
347,B019,R010,S112,Tadikonda,16.405,80.643,5.23,18.64,Rainy,33,Monday,0,Main Road,Low,39,44,60,3,5,16.0,11:47
348,B004,R010,S008,Vaddeswaram,16.49,80.61,3.46,19.93,Cloudy,29,Thursday,1,Main Road,Low,39,45,60,3,1,9.3,11:48
349,B012,R014,S040,Pedakakani,16.285,80.49,4.72,24.59,Sunny,31,Saturday,0,Village Road,Medium,31,13,60,4,4,17.1,11:49
350,B015,R020,S109,Guntur,16.3067,80.4365,5.54,34.79,Sunny,27,Thursday,1,Highway,Low,45,40,60,4,0,11.4,11:50
351,B014,R018,S148,Namburu,16.36,80.52,5.15,22.49,Sunny,33,Monday,0,Main Road,High,35,41,60,3,8,19.8,11:51
352,B015,R017,S021,Namburu,16.36,80.52,1.82,23.76,Foggy,38,Friday,0,Village Road,High,20,20,60,3,12,20.5,11:52
353,B019,R011,S108,Namburu,16.36,80.52,7.31,23.36,Sunny,33,Wednesday,1,Main Road,Low,39,15,60,4,0,15.2,11:53
354,B020,R001,S074,Guntur,16.3067,80.4365,5.33,22.67,Cloudy,37,Monday,0,Main Road,Medium,38,37,60,3,5,16.4,11:54
355,B019,R005,S169,Mangalagiri,16.4303,80.5681,5.23,13.49,Cloudy,36,Wednesday,0,Village Road,Low,22,21,60,2,1,17.3,11:55
356,B013,R008,S170,Tenali,16.239,80.645,7.76,25.63,Rainy,36,Saturday,0,Main Road,High,40,18,60,4,13,28.6,11:56
357,B016,R018,S060,Tulluru,16.52,80.58,6.24,9.72,Sunny,34,Saturday,1,Village Road,Low,26,35,60,3,0,17.4,11:57
358,B004,R018,S164,Ponnur,16.065,80.551,7.48,20.94,Foggy,33,Thursday,1,Highway,Medium,58,26,60,1,8,16.7,11:58
359,B017,R011,S174,Ponnur,16.065,80.551,4.12,24.38,Cloudy,27,Wednesday,0,Main Road,Low,38,48,60,2,1,9.5,11:59
360,B007,R002,S007,Guntur,16.3067,80.4365,4.58,25.14,Cloudy,24,Monday,0,Village Road,Low,21,43,60,3,1,17.1,11:00
361,B004,R006,S065,Mangalagiri,16.4303,80.5681,3.51,26.43,Rainy,31,Thursday,0,Village Road,Medium,22,45,60,2,9,20.6,11:01
362,B011,R002,S067,Namburu,16.36,80.52,2.65,26.07,Sunny,30,Tuesday,1,Village Road,Low,28,9,60,4,0,9.7,11:02
363,B015,R009,S027,Namburu,16.36,80.52,5.45,8.7,Sunny,23,Monday,0,Village Road,Medium,23,41,60,1,4,19.2,11:03
364,B011,R013,S148,Ponnur,16.065,80.551,5.5,5.53,Sunny,22,Friday,1,Village Road,Low,22,35,60,2,0,17.0,11:04
365,B011,R010,S103,Prathipadu,16.48,80.32,3.57,24.25,Sunny,23,Saturday,0,Main Road,Medium,37,28,60,3,4,12.8,11:05
366,B007,R010,S179,Vaddeswaram,16.49,80.61,6.28,14.98,Cloudy,34,Monday,1,Village Road,Low,32,36,60,4,1,16.8,11:06
367,B003,R018,S165,Mangalagiri,16.4303,80.5681,1.06,1.82,Sunny,31,Thursday,1,Village Road,High,22,6,60,4,8,14.9,11:07
368,B019,R008,S019,Guntur,16.3067,80.4365,1.65,25.86,Sunny,23,Saturday,0,Main Road,Medium,31,36,60,2,4,9.2,11:08
369,B015,R020,S044,Guntur,16.3067,80.4365,0.9,19.88,Rainy,40,Monday,0,Main Road,High,37,12,60,1,13,15.5,11:09
370,B004,R019,S140,Namburu,16.36,80.52,3.87,28.22,Cloudy,26,Wednesday,0,Main Road,High,32,53,60,3,9,19.3,11:10
